"Tmu","TriNo","Code","Comnt"
833242188,911,1,"Trig. 911"
834634766,710,1,"Trig. 710"
835332031,810,1,"Trig. 810"
836027344,910,1,"Trig. 910"
837466797,721,1,"Trig. 721"
838164063,821,1,"Trig. 821"
838861328,921,1,"Trig. 921"
840253906,720,1,"Trig. 720"
840951172,820,1,"Trig. 820"
841646484,920,1,"Trig. 920"
843085938,720,1,"Trig. 720"
843783203,820,1,"Trig. 820"
844480469,920,1,"Trig. 920"
845873047,720,1,"Trig. 720"
846570313,820,1,"Trig. 820"
847265625,920,1,"Trig. 920"
848705078,720,1,"Trig. 720"
850099609,920,1,"Trig. 920"
851492188,711,1,"Trig. 711"
852189453,811,1,"Trig. 811"
852884766,911,1,"Trig. 911"
854324219,710,1,"Trig. 710"
855021484,810,1,"Trig. 810"
855718750,910,1,"Trig. 910"
857111328,721,1,"Trig. 721"
857808594,821,1,"Trig. 821"
858503906,921,1,"Trig. 921"
859943359,720,1,"Trig. 720"
860640625,820,1,"Trig. 820"
862730469,711,1,"Trig. 711"
863427734,811,1,"Trig. 811"
864123047,911,1,"Trig. 911"
865562500,710,1,"Trig. 710"
866259766,810,1,"Trig. 810"
866957031,910,1,"Trig. 910"
868396484,710,1,"Trig. 710"
869091797,810,1,"Trig. 810"
869789063,910,1,"Trig. 910"
871181641,710,1,"Trig. 710"
871878906,810,1,"Trig. 810"
872576172,910,1,"Trig. 910"
874017578,721,1,"Trig. 721"
874714844,821,1,"Trig. 821"
877501953,821,1,"Trig. 821"
878197266,921,1,"Trig. 921"
879636719,720,1,"Trig. 720"
880333984,820,1,"Trig. 820"
881031250,920,1,"Trig. 920"
882470703,720,1,"Trig. 720"
883121094,820,1,"Trig. 820"
883863281,920,1,"Trig. 920"
885255859,720,1,"Trig. 720"
885953125,820,1,"Trig. 820"
886650391,920,1,"Trig. 920"
888042969,720,1,"Trig. 720"
888740234,820,1,"Trig. 820"
889482422,920,1,"Trig. 920"
890921875,720,1,"Trig. 720"
891572266,820,1,"Trig. 820"
892269531,920,1,"Trig. 920"
893708984,711,1,"Trig. 711"
894404297,811,1,"Trig. 811"
895101563,911,1,"Trig. 911"
896541016,710,1,"Trig. 710"
897238281,810,1,"Trig. 810"
897933594,910,1,"Trig. 910"
899328125,721,1,"Trig. 721"
900023438,821,1,"Trig. 821"
900720703,921,1,"Trig. 921"
902160156,720,1,"Trig. 720"
902857422,820,1,"Trig. 820"
903552734,920,1,"Trig. 920"
904947266,720,1,"Trig. 720"
905642578,820,1,"Trig. 820"
907779297,711,1,"Trig. 711"
908476563,811,1,"Trig. 811"
909171875,911,1,"Trig. 911"
910566406,710,1,"Trig. 710"
911261719,810,1,"Trig. 810"
911958984,910,1,"Trig. 910"
913398438,721,1,"Trig. 721"
914095703,821,1,"Trig. 821"
914791016,921,1,"Trig. 921"
916230469,720,1,"Trig. 720"
916880859,820,1,"Trig. 820"
917578125,920,1,"Trig. 920"
919017578,720,1,"Trig. 720"
919714844,820,1,"Trig. 820"
920410156,920,1,"Trig. 920"
921804688,711,1,"Trig. 711"
922500000,811,1,"Trig. 811"
923197266,911,1,"Trig. 911"
924636719,710,1,"Trig. 710"
925333984,810,1,"Trig. 810"
926029297,910,1,"Trig. 910"
927468750,710,1,"Trig. 710"
928119141,810,1,"Trig. 810"
930255859,710,1,"Trig. 710"
930953125,810,1,"Trig. 810"
931648438,910,1,"Trig. 910"
933087891,721,1,"Trig. 721"
933785156,821,1,"Trig. 821"
934482422,921,1,"Trig. 921"
935875000,720,1,"Trig. 720"
936572266,820,1,"Trig. 820"
938707031,711,1,"Trig. 711"
939404297,811,1,"Trig. 811"
940101563,911,1,"Trig. 911"
941494141,710,1,"Trig. 710"
942191406,810,1,"Trig. 810"
942886719,910,1,"Trig. 910"
944326172,721,1,"Trig. 721"
945023438,821,1,"Trig. 821"
945720703,921,1,"Trig. 921"
947160156,720,1,"Trig. 720"
947810547,820,1,"Trig. 820"
948505859,920,1,"Trig. 920"
949945313,720,1,"Trig. 720"
950642578,820,1,"Trig. 820"
951339844,920,1,"Trig. 920"
952779297,711,1,"Trig. 711"
953429688,811,1,"Trig. 811"
954171875,911,1,"Trig. 911"
955564453,710,1,"Trig. 710"
956261719,810,1,"Trig. 810"
956958984,910,1,"Trig. 910"
958398438,710,1,"Trig. 710"
959048828,810,1,"Trig. 810"
959791016,910,1,"Trig. 910"
961183594,721,1,"Trig. 721"
961880859,821,1,"Trig. 821"
962578125,921,1,"Trig. 921"
964017578,720,1,"Trig. 720"
964667969,820,1,"Trig. 820"
965410156,920,1,"Trig. 920"
966802734,720,1,"Trig. 720"
967500000,820,1,"Trig. 820"
968197266,920,1,"Trig. 920"
969589844,711,1,"Trig. 711"
970287109,811,1,"Trig. 811"
971029297,911,1,"Trig. 911"
972421875,710,1,"Trig. 710"
973119141,810,1,"Trig. 810"
973816406,910,1,"Trig. 910"
975255859,721,1,"Trig. 721"
975951172,821,1,"Trig. 821"
976648438,921,1,"Trig. 921"
978041016,711,1,"Trig. 711"
978738281,811,1,"Trig. 811"
979435547,911,1,"Trig. 911"
980828125,710,1,"Trig. 710"
981570313,810,1,"Trig. 810"
982267578,910,1,"Trig. 910"
983660156,710,1,"Trig. 710"
984357422,810,1,"Trig. 810"
985054688,910,1,"Trig. 910"
986494141,721,1,"Trig. 721"
987189453,821,1,"Trig. 821"
987886719,921,1,"Trig. 921"
989279297,720,1,"Trig. 720"
989976563,820,1,"Trig. 820"
990673828,920,1,"Trig. 920"
992066406,720,1,"Trig. 720"
992808594,820,1,"Trig. 820"
993505859,920,1,"Trig. 920"
994898438,720,1,"Trig. 720"
995595703,820,1,"Trig. 820"
996292969,920,1,"Trig. 920"
997732422,711,1,"Trig. 711"
999125000,911,1,"Trig. 911"
1000517578,721,1,"Trig. 721"
1001214844,821,1,"Trig. 821"
1001912109,921,1,"Trig. 921"
1003351563,720,1,"Trig. 720"
1004046875,820,1,"Trig. 820"
1004744141,920,1,"Trig. 920"
1006136719,720,1,"Trig. 720"
1006833984,820,1,"Trig. 820"
1007531250,920,1,"Trig. 920"
1008970703,720,1,"Trig. 720"
1009666016,820,1,"Trig. 820"
1010363281,920,1,"Trig. 920"
1011755859,711,1,"Trig. 711"
1012453125,811,1,"Trig. 811"
1013150391,911,1,"Trig. 911"
1014589844,710,1,"Trig. 710"
1015285156,810,1,"Trig. 810"
1015982422,910,1,"Trig. 910"
1017375000,721,1,"Trig. 721"
1018072266,821,1,"Trig. 821"
1018769531,921,1,"Trig. 921"
1020208984,720,1,"Trig. 720"
1020904297,820,1,"Trig. 820"
1021601563,920,1,"Trig. 920"
1022994141,711,1,"Trig. 711"
1023691406,811,1,"Trig. 811"
1024388672,911,1,"Trig. 911"
1025828125,710,1,"Trig. 710"
1027220703,910,1,"Trig. 910"
1028613281,710,1,"Trig. 710"
1029310547,810,1,"Trig. 810"
1030007813,910,1,"Trig. 910"
1031447266,721,1,"Trig. 721"
1032142578,821,1,"Trig. 821"
1032839844,921,1,"Trig. 921"
1034279297,711,1,"Trig. 711"
1035626953,911,1,"Trig. 911"
1037066406,710,1,"Trig. 710"
1037761719,810,1,"Trig. 810"
1038458984,910,1,"Trig. 910"
1039898438,721,1,"Trig. 721"
1040595703,821,1,"Trig. 821"
1041291016,921,1,"Trig. 921"
1042730469,720,1,"Trig. 720"
1043427734,820,1,"Trig. 820"
1044125000,920,1,"Trig. 920"
1045517578,711,1,"Trig. 711"
1046214844,811,1,"Trig. 811"
1046910156,911,1,"Trig. 911"
1048349609,710,1,"Trig. 710"
1049046875,810,1,"Trig. 810"
1051136719,721,1,"Trig. 721"
1051833984,821,1,"Trig. 821"
1052529297,921,1,"Trig. 921"
1053968750,720,1,"Trig. 720"
1054666016,820,1,"Trig. 820"
1055363281,920,1,"Trig. 920"
1056755859,720,1,"Trig. 720"
1057453125,820,1,"Trig. 820"
1058148438,920,1,"Trig. 920"
1060238281,820,1,"Trig. 820"
1062375000,720,1,"Trig. 720"
1063072266,820,1,"Trig. 820"
1063767578,920,1,"Trig. 920"
1065207031,711,1,"Trig. 711"
1065904297,811,1,"Trig. 811"
1066601563,911,1,"Trig. 911"
1067994141,710,1,"Trig. 710"
1069386719,910,1,"Trig. 910"
1070826172,721,1,"Trig. 721"
1071523438,821,1,"Trig. 821"
1072220703,921,1,"Trig. 921"
1073613281,720,1,"Trig. 720"
1075005859,920,1,"Trig. 920"
1076445313,720,1,"Trig. 720"
1077142578,820,1,"Trig. 820"
1077839844,920,1,"Trig. 920"
1079279297,720,1,"Trig. 720"
1079929688,820,1,"Trig. 820"
1080625000,920,1,"Trig. 920"
1082064453,720,1,"Trig. 720"
1082761719,820,1,"Trig. 820"
1083458984,920,1,"Trig. 920"
1084121094,711,1,"Trig. 711"
1084818359,811,1,"Trig. 811"
1085515625,911,1,"Trig. 911"
1086955078,721,1,"Trig. 721"
1087650391,821,1,"Trig. 821"
1088347656,921,1,"Trig. 921"
1089740234,720,1,"Trig. 720"
1090437500,820,1,"Trig. 820"
1091134766,920,1,"Trig. 920"
1092574219,720,1,"Trig. 720"
1093269531,820,1,"Trig. 820"
1093966797,920,1,"Trig. 920"
1095359375,711,1,"Trig. 711"
1096056641,811,1,"Trig. 811"
1096753906,911,1,"Trig. 911"
1098193359,710,1,"Trig. 710"
1098888672,810,1,"Trig. 810"
1099585938,910,1,"Trig. 910"
1100978516,710,1,"Trig. 710"
1101675781,810,1,"Trig. 810"
1102373047,910,1,"Trig. 910"
1103812500,710,1,"Trig. 710"
1104507813,810,1,"Trig. 810"
1105205078,910,1,"Trig. 910"
1106597656,721,1,"Trig. 721"
1107294922,821,1,"Trig. 821"
1107992188,921,1,"Trig. 921"
1109431641,720,1,"Trig. 720"
1110126953,820,1,"Trig. 820"
1110824219,920,1,"Trig. 920"
1112216797,711,1,"Trig. 711"
1112914063,811,1,"Trig. 811"
1113611328,911,1,"Trig. 911"
1115050781,721,1,"Trig. 721"
1115746094,821,1,"Trig. 821"
1116443359,921,1,"Trig. 921"
1117835938,711,1,"Trig. 711"
1118533203,811,1,"Trig. 811"
1119230469,911,1,"Trig. 911"
1120669922,710,1,"Trig. 710"
1121365234,810,1,"Trig. 810"
1122062500,910,1,"Trig. 910"
1123501953,710,1,"Trig. 710"
1124199219,810,1,"Trig. 810"
1124894531,910,1,"Trig. 910"
1126289063,721,1,"Trig. 721"
1126984375,821,1,"Trig. 821"
1127681641,921,1,"Trig. 921"
1129121094,711,1,"Trig. 711"
1129818359,811,1,"Trig. 811"
1131953125,721,1,"Trig. 721"
1132603516,821,1,"Trig. 821"
1133300781,921,1,"Trig. 921"
1134740234,720,1,"Trig. 720"
1135437500,820,1,"Trig. 820"
1136132813,920,1,"Trig. 920"
1137527344,711,1,"Trig. 711"
1138222656,811,1,"Trig. 811"
1138919922,911,1,"Trig. 911"
1140359375,721,1,"Trig. 721"
1141056641,821,1,"Trig. 821"
1141751953,921,1,"Trig. 921"
1143191406,711,1,"Trig. 711"
1143841797,811,1,"Trig. 811"
1144539063,911,1,"Trig. 911"
1146675781,811,1,"Trig. 811"
1147371094,911,1,"Trig. 911"
1148765625,710,1,"Trig. 710"
1149460938,810,1,"Trig. 810"
1150205078,910,1,"Trig. 910"
1151597656,721,1,"Trig. 721"
1152294922,821,1,"Trig. 821"
1152990234,921,1,"Trig. 921"
1154429688,720,1,"Trig. 720"
1155080078,820,1,"Trig. 820"
1155824219,920,1,"Trig. 920"
1157216797,711,1,"Trig. 711"
1157914063,811,1,"Trig. 811"
1158609375,911,1,"Trig. 911"
1160048828,710,1,"Trig. 710"
1160746094,810,1,"Trig. 810"
1161443359,910,1,"Trig. 910"
1162835938,710,1,"Trig. 710"
1163533203,810,1,"Trig. 810"
1164228516,910,1,"Trig. 910"
1165667969,721,1,"Trig. 721"
1166365234,821,1,"Trig. 821"
1167062500,921,1,"Trig. 921"
1168455078,711,1,"Trig. 711"
1169152344,811,1,"Trig. 811"
1169847656,911,1,"Trig. 911"
1171984375,811,1,"Trig. 811"
1172681641,911,1,"Trig. 911"
1174074219,710,1,"Trig. 710"
1174771484,810,1,"Trig. 810"
1175466797,910,1,"Trig. 910"
1176906250,710,1,"Trig. 710"
1178300781,910,1,"Trig. 910"
1179693359,710,1,"Trig. 710"
1180390625,810,1,"Trig. 810"
1181085938,910,1,"Trig. 910"
1182525391,721,1,"Trig. 721"
1183222656,821,1,"Trig. 821"
1183919922,921,1,"Trig. 921"
1185312500,711,1,"Trig. 711"
1186009766,811,1,"Trig. 811"
1186705078,911,1,"Trig. 911"
1188144531,710,1,"Trig. 710"
1188841797,810,1,"Trig. 810"
1189539063,910,1,"Trig. 910"
1190931641,710,1,"Trig. 710"
1191628906,810,1,"Trig. 810"
1192324219,910,1,"Trig. 910"
1193763672,710,1,"Trig. 710"
1196550781,721,1,"Trig. 721"
1197248047,821,1,"Trig. 821"
1197943359,921,1,"Trig. 921"
1199382813,720,1,"Trig. 720"
1200080078,820,1,"Trig. 820"
1200777344,920,1,"Trig. 920"
1202216797,720,1,"Trig. 720"
1203609375,920,1,"Trig. 920"
1205001953,711,1,"Trig. 711"
1206396484,911,1,"Trig. 911"
1207835938,710,1,"Trig. 710"
1208531250,810,1,"Trig. 810"
1209228516,910,1,"Trig. 910"
1210621094,710,1,"Trig. 710"
1211318359,810,1,"Trig. 810"
1212015625,910,1,"Trig. 910"
1213455078,721,1,"Trig. 721"
1214150391,821,1,"Trig. 821"
1214847656,921,1,"Trig. 921"
1216240234,720,1,"Trig. 720"
1216937500,820,1,"Trig. 820"
1217634766,920,1,"Trig. 920"
1219074219,720,1,"Trig. 720"
1219769531,820,1,"Trig. 820"
1220466797,920,1,"Trig. 920"
1221859375,711,1,"Trig. 711"
1222556641,811,1,"Trig. 811"
1223253906,911,1,"Trig. 911"
1224693359,710,1,"Trig. 710"
1225388672,810,1,"Trig. 810"
1226085938,910,1,"Trig. 910"
1227478516,721,1,"Trig. 721"
1228175781,821,1,"Trig. 821"
1230312500,720,1,"Trig. 720"
1231007813,820,1,"Trig. 820"
1231705078,920,1,"Trig. 920"
1233097656,711,1,"Trig. 711"
1233794922,811,1,"Trig. 811"
1234492188,911,1,"Trig. 911"
1235931641,710,1,"Trig. 710"
1236626953,810,1,"Trig. 810"
1238716797,721,1,"Trig. 721"
1239414063,821,1,"Trig. 821"
1240111328,921,1,"Trig. 921"
1241550781,720,1,"Trig. 720"
1242246094,820,1,"Trig. 820"
1242943359,920,1,"Trig. 920"
1244382813,711,1,"Trig. 711"
1245033203,811,1,"Trig. 811"
1245730469,911,1,"Trig. 911"
1247169922,710,1,"Trig. 710"
1247865234,810,1,"Trig. 810"
1248562500,910,1,"Trig. 910"
1250001953,721,1,"Trig. 721"
1250652344,821,1,"Trig. 821"
1251349609,921,1,"Trig. 921"
1252789063,720,1,"Trig. 720"
1253484375,820,1,"Trig. 820"
1254181641,920,1,"Trig. 920"
1255621094,720,1,"Trig. 720"
1256318359,820,1,"Trig. 820"
1257013672,920,1,"Trig. 920"
1258408203,720,1,"Trig. 720"
1259103516,820,1,"Trig. 820"
1259800781,920,1,"Trig. 920"
1261240234,720,1,"Trig. 720"
1261937500,820,1,"Trig. 820"
1264072266,711,1,"Trig. 711"
1264722656,811,1,"Trig. 811"
1265419922,911,1,"Trig. 911"
1266859375,710,1,"Trig. 710"
1268251953,910,1,"Trig. 910"
1269691406,710,1,"Trig. 710"
1272478516,710,1,"Trig. 710"
1273175781,810,1,"Trig. 810"
1273871094,910,1,"Trig. 910"
1275310547,710,1,"Trig. 710"
1275960938,810,1,"Trig. 810"
1276658203,910,1,"Trig. 910"
1278097656,710,1,"Trig. 710"
1278794922,810,1,"Trig. 810"
1279490234,910,1,"Trig. 910"
1280929688,710,1,"Trig. 710"
1281626953,810,1,"Trig. 810"
1283716797,710,1,"Trig. 710"
1284414063,810,1,"Trig. 810"
1285109375,910,1,"Trig. 910"
1286548828,710,1,"Trig. 710"
1287246094,810,1,"Trig. 810"
1287943359,910,1,"Trig. 910"
1289335938,710,1,"Trig. 710"
1290033203,810,1,"Trig. 810"
1290728516,910,1,"Trig. 910"
1292167969,710,1,"Trig. 710"
1292865234,810,1,"Trig. 810"
1293562500,910,1,"Trig. 910"
1294406250,710,1,"Trig. 710"
1295103516,810,1,"Trig. 810"
1295800781,910,1,"Trig. 910"
1297240234,710,1,"Trig. 710"
1297935547,810,1,"Trig. 810"
1298632813,910,1,"Trig. 910"
1300072266,710,1,"Trig. 710"
1300722656,810,1,"Trig. 810"
1301419922,910,1,"Trig. 910"
1302859375,721,1,"Trig. 721"
1303554688,821,1,"Trig. 821"
1304251953,921,1,"Trig. 921"
1305644531,720,1,"Trig. 720"
1306341797,820,1,"Trig. 820"
1307039063,920,1,"Trig. 920"
1308478516,711,1,"Trig. 711"
1309173828,811,1,"Trig. 811"
1309871094,911,1,"Trig. 911"
1311310547,710,1,"Trig. 710"
1311960938,810,1,"Trig. 810"
1312658203,910,1,"Trig. 910"
1314097656,710,1,"Trig. 710"
1314792969,810,1,"Trig. 810"
1315490234,910,1,"Trig. 910"
1316929688,721,1,"Trig. 721"
1317580078,821,1,"Trig. 821"
1318277344,921,1,"Trig. 921"
1319716797,711,1,"Trig. 711"
1320412109,811,1,"Trig. 811"
1321109375,911,1,"Trig. 911"
1322548828,721,1,"Trig. 721"
1323199219,821,1,"Trig. 821"
1323896484,921,1,"Trig. 921"
1325335938,720,1,"Trig. 720"
1326031250,820,1,"Trig. 820"
1326728516,920,1,"Trig. 920"
1328167969,720,1,"Trig. 720"
1328818359,820,1,"Trig. 820"
1329560547,920,1,"Trig. 920"
1330955078,711,1,"Trig. 711"
1331650391,811,1,"Trig. 811"
1332347656,911,1,"Trig. 911"
1333787109,710,1,"Trig. 710"
1335179688,910,1,"Trig. 910"
1336574219,721,1,"Trig. 721"
1337269531,821,1,"Trig. 821"
1337966797,921,1,"Trig. 921"
1339406250,720,1,"Trig. 720"
1340103516,820,1,"Trig. 820"
1340798828,920,1,"Trig. 920"
1342193359,720,1,"Trig. 720"
1342888672,820,1,"Trig. 820"
1343585938,920,1,"Trig. 920"
1345025391,720,1,"Trig. 720"
1345722656,820,1,"Trig. 820"
1347812500,711,1,"Trig. 711"
1348507813,811,1,"Trig. 811"
1349205078,911,1,"Trig. 911"
1350644531,710,1,"Trig. 710"
1351341797,810,1,"Trig. 810"
1352037109,910,1,"Trig. 910"
1353431641,721,1,"Trig. 721"
1354126953,821,1,"Trig. 821"
1354824219,921,1,"Trig. 921"
1356263672,720,1,"Trig. 720"
1356960938,820,1,"Trig. 820"
1357656250,920,1,"Trig. 920"
1359050781,720,1,"Trig. 720"
1359746094,820,1,"Trig. 820"
1360443359,920,1,"Trig. 920"
1361882813,711,1,"Trig. 711"
1362580078,811,1,"Trig. 811"
1363275391,911,1,"Trig. 911"
1364669922,710,1,"Trig. 710"
1365365234,810,1,"Trig. 810"
1366062500,910,1,"Trig. 910"
1368199219,810,1,"Trig. 810"
1368894531,910,1,"Trig. 910"
1370289063,710,1,"Trig. 710"
1370984375,810,1,"Trig. 810"
1371681641,910,1,"Trig. 910"
1373121094,710,1,"Trig. 710"
1373818359,810,1,"Trig. 810"
1374513672,910,1,"Trig. 910"
1375908203,721,1,"Trig. 721"
1376603516,821,1,"Trig. 821"
1377300781,921,1,"Trig. 921"
1378740234,720,1,"Trig. 720"
1379437500,820,1,"Trig. 820"
1380132813,920,1,"Trig. 920"
1381527344,720,1,"Trig. 720"
1382222656,820,1,"Trig. 820"
1382919922,920,1,"Trig. 920"
1384359375,720,1,"Trig. 720"
1385056641,820,1,"Trig. 820"
1385751953,920,1,"Trig. 920"
1387146484,720,1,"Trig. 720"
1387841797,820,1,"Trig. 820"
1388539063,920,1,"Trig. 920"
1389978516,711,1,"Trig. 711"
1390675781,811,1,"Trig. 811"
1391371094,911,1,"Trig. 911"
1392765625,710,1,"Trig. 710"
1393460938,810,1,"Trig. 810"
1394158203,910,1,"Trig. 910"
1395597656,721,1,"Trig. 721"
1396294922,821,1,"Trig. 821"
1396990234,921,1,"Trig. 921"
1398384766,711,1,"Trig. 711"
1399080078,811,1,"Trig. 811"
1399777344,911,1,"Trig. 911"
1401216797,721,1,"Trig. 721"
1401914063,821,1,"Trig. 821"
1402609375,921,1,"Trig. 921"
1404048828,720,1,"Trig. 720"
1404699219,820,1,"Trig. 820"
1405396484,920,1,"Trig. 920"
1406835938,711,1,"Trig. 711"
1407533203,811,1,"Trig. 811"
1409667969,721,1,"Trig. 721"
1410365234,821,1,"Trig. 821"
1411062500,921,1,"Trig. 921"
1412455078,711,1,"Trig. 711"
1413152344,811,1,"Trig. 811"
1413847656,911,1,"Trig. 911"
1415287109,721,1,"Trig. 721"
1415984375,821,1,"Trig. 821"
1416681641,921,1,"Trig. 921"
1418074219,720,1,"Trig. 720"
1418771484,820,1,"Trig. 820"
1419466797,920,1,"Trig. 920"
1420906250,720,1,"Trig. 720"
1421603516,820,1,"Trig. 820"
1422300781,920,1,"Trig. 920"
1423740234,720,1,"Trig. 720"
1425132813,920,1,"Trig. 920"
1426525391,720,1,"Trig. 720"
1427222656,820,1,"Trig. 820"
1427919922,920,1,"Trig. 920"
1429359375,711,1,"Trig. 711"
1430054688,811,1,"Trig. 811"
1430751953,911,1,"Trig. 911"
1432144531,710,1,"Trig. 710"
1432841797,810,1,"Trig. 810"
1433539063,910,1,"Trig. 910"
1435673828,810,1,"Trig. 810"
1436371094,910,1,"Trig. 910"
1437763672,710,1,"Trig. 710"
1438460938,810,1,"Trig. 810"
1439158203,910,1,"Trig. 910"
1440597656,710,1,"Trig. 710"
1441292969,810,1,"Trig. 810"
1441990234,910,1,"Trig. 910"
1443382813,710,1,"Trig. 710"
1444777344,910,1,"Trig. 910"
1446216797,721,1,"Trig. 721"
1446912109,821,1,"Trig. 821"
1447609375,921,1,"Trig. 921"
1449048828,720,1,"Trig. 720"
1449746094,820,1,"Trig. 820"
1450443359,920,1,"Trig. 920"
1451835938,711,1,"Trig. 711"
1452531250,811,1,"Trig. 811"
1453228516,911,1,"Trig. 911"
1454667969,710,1,"Trig. 710"
1455365234,810,1,"Trig. 810"
1456062500,910,1,"Trig. 910"
1457455078,710,1,"Trig. 710"
1458150391,810,1,"Trig. 810"
1458847656,910,1,"Trig. 910"
1460287109,721,1,"Trig. 721"
1460984375,821,1,"Trig. 821"
1461679688,921,1,"Trig. 921"
1463074219,711,1,"Trig. 711"
1463769531,811,1,"Trig. 811"
1464466797,911,1,"Trig. 911"
1465906250,710,1,"Trig. 710"
1466603516,810,1,"Trig. 810"
1467298828,910,1,"Trig. 910"
1468693359,721,1,"Trig. 721"
1469388672,821,1,"Trig. 821"
1470085938,921,1,"Trig. 921"
1471525391,711,1,"Trig. 711"
1472222656,811,1,"Trig. 811"
1472917969,911,1,"Trig. 911"
1474359375,710,1,"Trig. 710"
1475007813,810,1,"Trig. 810"
1475705078,910,1,"Trig. 910"
1477144531,721,1,"Trig. 721"
1477841797,821,1,"Trig. 821"
1478537109,921,1,"Trig. 921"
1479931641,720,1,"Trig. 720"
1480626953,820,1,"Trig. 820"
1481324219,920,1,"Trig. 920"
1482763672,720,1,"Trig. 720"
1483460938,820,1,"Trig. 820"
1484156250,920,1,"Trig. 920"
1485597656,711,1,"Trig. 711"
1486246094,811,1,"Trig. 811"
1486943359,911,1,"Trig. 911"
1488382813,721,1,"Trig. 721"
1489080078,821,1,"Trig. 821"
1489775391,921,1,"Trig. 921"
1491216797,720,1,"Trig. 720"
1491865234,820,1,"Trig. 820"
1492562500,920,1,"Trig. 920"
1494001953,711,1,"Trig. 711"
1494699219,811,1,"Trig. 811"
1495394531,911,1,"Trig. 911"
1496789063,710,1,"Trig. 710"
1497484375,810,1,"Trig. 810"
1498228516,910,1,"Trig. 910"
1499621094,710,1,"Trig. 710"
1500318359,810,1,"Trig. 810"
1501013672,910,1,"Trig. 910"
1502455078,710,1,"Trig. 710"
1503847656,910,1,"Trig. 910"
1505429688,721,1,"Trig. 721"
1506125000,821,1,"Trig. 821"
1506822266,921,1,"Trig. 921"
1508214844,711,1,"Trig. 711"
1508912109,811,1,"Trig. 811"
1509609375,911,1,"Trig. 911"
1511048828,710,1,"Trig. 710"
1511744141,810,1,"Trig. 810"
1512441406,910,1,"Trig. 910"
1513833984,710,1,"Trig. 710"
1514531250,810,1,"Trig. 810"
1515228516,910,1,"Trig. 910"
1516667969,721,1,"Trig. 721"
1517363281,821,1,"Trig. 821"
1518060547,921,1,"Trig. 921"
1519453125,720,1,"Trig. 720"
1520847656,920,1,"Trig. 920"
1522287109,711,1,"Trig. 711"
1522982422,811,1,"Trig. 811"
1523679688,911,1,"Trig. 911"
1525119141,710,1,"Trig. 710"
1525769531,810,1,"Trig. 810"
1526466797,910,1,"Trig. 910"
1527906250,710,1,"Trig. 710"
1528601563,810,1,"Trig. 810"
1531435547,810,1,"Trig. 810"
1532130859,910,1,"Trig. 910"
1533525391,710,1,"Trig. 710"
1534220703,810,1,"Trig. 810"
1534917969,910,1,"Trig. 910"
1536357422,710,1,"Trig. 710"
1537054688,810,1,"Trig. 810"
1539144531,710,1,"Trig. 710"
1539839844,810,1,"Trig. 810"
1540537109,910,1,"Trig. 910"
1541976563,710,1,"Trig. 710"
1542673828,810,1,"Trig. 810"
1543369141,910,1,"Trig. 910"
1544763672,721,1,"Trig. 721"
1545458984,821,1,"Trig. 821"
1546156250,921,1,"Trig. 921"
1547595703,720,1,"Trig. 720"
1548292969,820,1,"Trig. 820"
1548988281,920,1,"Trig. 920"
1550382813,720,1,"Trig. 720"
1551078125,820,1,"Trig. 820"
1551775391,920,1,"Trig. 920"
1553214844,711,1,"Trig. 711"
1553912109,811,1,"Trig. 811"
1554607422,911,1,"Trig. 911"
1556001953,710,1,"Trig. 710"
1556697266,810,1,"Trig. 810"
1557394531,910,1,"Trig. 910"
1558833984,721,1,"Trig. 721"
1559531250,821,1,"Trig. 821"
1560226563,921,1,"Trig. 921"
1561666016,720,1,"Trig. 720"
1562316406,820,1,"Trig. 820"
1563013672,920,1,"Trig. 920"
1564453125,711,1,"Trig. 711"
1565150391,811,1,"Trig. 811"
1565845703,911,1,"Trig. 911"
1567240234,721,1,"Trig. 721"
1567935547,821,1,"Trig. 821"
1568632813,921,1,"Trig. 921"
1570072266,711,1,"Trig. 711"
1571464844,911,1,"Trig. 911"
1572904297,721,1,"Trig. 721"
1573554688,821,1,"Trig. 821"
1574251953,921,1,"Trig. 921"
1575691406,720,1,"Trig. 720"
1576388672,820,1,"Trig. 820"
1577083984,920,1,"Trig. 920"
1578478516,720,1,"Trig. 720"
1579173828,820,1,"Trig. 820"
1579871094,920,1,"Trig. 920"
1581310547,711,1,"Trig. 711"
1582007813,811,1,"Trig. 811"
1584097656,710,1,"Trig. 710"
1584792969,810,1,"Trig. 810"
1585537109,910,1,"Trig. 910"
1586929688,710,1,"Trig. 710"
1587626953,810,1,"Trig. 810"
1589761719,721,1,"Trig. 721"
1590412109,821,1,"Trig. 821"
1591156250,921,1,"Trig. 921"
1592548828,720,1,"Trig. 720"
1593246094,820,1,"Trig. 820"
1593941406,920,1,"Trig. 920"
1595380859,720,1,"Trig. 720"
1596078125,820,1,"Trig. 820"
1598214844,711,1,"Trig. 711"
1599560547,911,1,"Trig. 911"
1.601e+09,710,1,"Trig. 710"
1601697266,810,1,"Trig. 810"
1603787109,721,1,"Trig. 721"
1604484375,821,1,"Trig. 821"
1606619141,720,1,"Trig. 720"
1607316406,820,1,"Trig. 820"
1608013672,920,1,"Trig. 920"
1609453125,720,1,"Trig. 720"
1610103516,820,1,"Trig. 820"
1610845703,920,1,"Trig. 920"
1612238281,711,1,"Trig. 711"
1612935547,811,1,"Trig. 811"
1613632813,911,1,"Trig. 911"
