Tmu         ,Code,TriNo,Comnt,Time,Time_Diff,Trig_to_256,"Start=1, Stop=2",Manual_triggers,Sound_Triggers,,time_bw_triggers,,,,,,,total=750
190728516,1,4,Trig. 4                                 ,190.728516,0.007813,0.007813,,4,,,,,,,,,,
190746094,1,256,Trig. 256                               ,190.746094,0.017578,,,,,,,,,,,,,
190751953,1,256,Trig. 256                               ,190.751953,0.005859,,,,,,,,,,,,,
191632813,1,252,Trig. 252                               ,191.632813,0.88086,,1,,,,,,,,,,,
191646484,1,7,Trig. 7                                 ,191.646484,0.013671,0.013671,,7,1,,,,,,,,,
191789063,1,256,Trig. 256                               ,191.789063,0.142579,,,,,,,,,,,,,
191794922,1,256,Trig. 256                               ,191.794922,0.005859,,,,,,,,,,,,,
191958984,1,256,Trig. 256                               ,191.958984,0.164062,,,,,,,,,,,,,
191964844,1,256,Trig. 256                               ,191.964844,0.00586,,,,,,,,,,,,,
192134766,1,256,Trig. 256                               ,192.134766,0.169922,,,,,,,,,,,,,
192343750,1,8,Trig. 8                                 ,192.34375,0.208984,0.208984,,8,2,,,,,,,,,
192486328,1,256,Trig. 256                               ,192.486328,0.142578,,,,,,,,,,,,,
192492188,1,256,Trig. 256                               ,192.492188,0.00586,,,,,,,,,,,,,
192835938,1,256,Trig. 256                               ,192.835938,0.34375,,,,,,,,,,,,,
192841797,1,256,Trig. 256                               ,192.841797,0.005859,,,,,,,,,,,,,
193044922,1,9,Trig. 9                                 ,193.044922,0.203125,0.203125,,9,3,,,,,,,,,
193177734,1,256,Trig. 256                               ,193.177734,0.132812,,,,,,,,,,,,,
193357422,1,256,Trig. 256                               ,193.357422,0.179688,,,,,,,,,,,,,
193439453,1,1,Trig. 1                                 ,193.439453,0.082031,0.082031,,1,,,,,,,,,,
193455078,1,256,Trig. 256                               ,193.455078,0.015625,,,,,,,,,,,,,
193523438,1,256,Trig. 256                               ,193.523438,0.06836,,,,,,,,,,,,,
193527344,1,256,Trig. 256                               ,193.527344,0.003906,,,,,,,,,,,,,
193533203,1,256,Trig. 256                               ,193.533203,0.005859,,,,,,,,,,,,,
193576172,1,2048,Trig. 2048                              ,193.576172,0.042969,,,,,,,,,,,,,
193589844,1,3,Trig. 3                                 ,193.589844,0.013672,,,3,,,,,,,,,,
194445313,1,252,Trig. 252                               ,194.445313,0.855469,,1,,,,,,,,,,,
194468750,1,7,Trig. 7                                 ,194.46875,0.023437,0.023437,,7,1,,,,,,,,,
194613281,1,256,Trig. 256                               ,194.613281,0.144531,,,,,,,,,,,,,
194617188,1,256,Trig. 256                               ,194.617188,0.003907,,,,,,,,,,,,,
194796875,1,256,Trig. 256                               ,194.796875,0.179687,,,,,,,,,,,,,
194802734,1,256,Trig. 256                               ,194.802734,0.005859,,,,,,,,,,,,,
194972656,1,256,Trig. 256                               ,194.972656,0.169922,,,,,,,,,,,,,
194978516,1,256,Trig. 256                               ,194.978516,0.00586,,,,,,,,,,,,,
195156250,1,8,Trig. 8                                 ,195.15625,0.177734,0.177734,,8,2,,,,,,,,,
195318359,1,256,Trig. 256                               ,195.318359,0.162109,,,,,,,,,,,,,
195324219,1,256,Trig. 256                               ,195.324219,0.00586,,,,,,,,,,,,,
195488281,1,256,Trig. 256                               ,195.488281,0.164062,,,,,,,,,,,,,
195494141,1,256,Trig. 256                               ,195.494141,0.00586,,,,,,,,,,,,,
195664063,1,256,Trig. 256                               ,195.664063,0.169922,,,,,,,,,,,,,
195855469,1,9,Trig. 9                                 ,195.855469,0.191406,0.191406,,9,3,,,,,,,,,
196015625,1,256,Trig. 256                               ,196.015625,0.160156,,,,,,,,,,,,,
196021484,1,256,Trig. 256                               ,196.021484,0.005859,,,,,,,,,,,,,
