psych_version,start_date,start_time,offset,trial,time,sid,condition,version,code,stimulus,phase
0.2.1,2017-01-09,11:22:14,36,26,183.93883991241455,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,36,26,184.51573586463928,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,36,26,184.8444459438324,abin,pilot,0.0.3,stream_1,,test
0.2.1,2017-01-09,11:22:14,37,27,185.66925287246704,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,37,27,185.67641496658325,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,37,27,186.25354599952698,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,38,28,187.40565991401672,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,38,28,187.4090850353241,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,38,28,187.95987701416016,abin,pilot,0.0.3,stream_1,,test
0.2.1,2017-01-09,11:22:14,38,28,187.98612594604492,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,39,29,189.14036297798157,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,39,29,189.1440930366516,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,39,29,189.7212610244751,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,39,29,190.24756002426147,abin,pilot,0.0.3,stream_1,,test
0.2.1,2017-01-09,11:22:14,40,30,190.87516689300537,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,40,30,190.87924599647522,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,40,30,191.45715188980103,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,40,30,192.0826280117035,abin,pilot,0.0.3,stream_1,,test
0.2.1,2017-01-09,11:22:14,41,31,192.60964798927307,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,41,31,192.61718082427979,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,41,31,193.19506788253784,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,42,32,194.34752893447876,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,42,32,194.35089588165283,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,42,32,194.92872095108032,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,42,32,195.2740559577942,abin,pilot,0.0.3,stream_1,,test
0.2.1,2017-01-09,11:22:14,43,33,196.08014297485352,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,43,33,196.08343386650085,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,43,33,196.66059684753418,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,43,33,197.414803981781,abin,pilot,0.0.3,stream_1,,test
0.2.1,2017-01-09,11:22:14,44,34,197.81448698043823,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,44,34,197.81789183616638,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,44,34,198.3948268890381,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,44,34,198.72151494026184,abin,pilot,0.0.3,stream_1,,test
0.2.1,2017-01-09,11:22:14,45,35,199.54711985588074,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,45,35,199.55384397506714,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,45,35,200.13151597976685,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,46,36,201.28458881378174,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,46,36,201.28835701942444,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,46,36,201.86519289016724,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,47,37,203.01898002624512,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,47,37,203.022775888443,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,47,37,203.60023403167725,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,48,38,204.753191947937,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,48,38,204.75646781921387,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,48,38,205.33432698249817,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,49,39,206.48756885528564,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,49,39,206.49476885795593,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,49,39,207.0714828968048,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,50,40,208.22568202018738,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,50,40,208.22890901565552,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,50,40,208.80674290657043,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,51,41,209.9593210220337,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,51,41,209.96272087097168,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,51,41,210.54016280174255,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,52,42,211.69354486465454,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,52,42,211.69682502746582,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,52,42,212.2750449180603,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,53,43,213.42769694328308,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,53,43,213.4348499774933,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,53,43,214.01204299926758,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,54,44,215.16528296470642,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,54,44,215.16899585723877,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,54,44,215.74594688415527,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,55,45,216.89957284927368,abin,pilot,0.0.3,trial_start,,
0.2.1,2017-01-09,11:22:14,55,45,216.9040880203247,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,55,45,217.48106694221497,abin,pilot,0.0.3,stimulus,medium,test
0.2.1,2017-01-09,11:22:14,55,45,217.48106694221497,abin,pilot,0.0.3,paused,,
0.2.1,2017-01-09,11:22:14,55,45,217.48106694221497,abin,pilot,0.0.3,terminated,,
