weber_version,start_date,start_time,offset,trial,time,sid,condition,version,separation,code,stimulus,stimtrak,value
0.5.0,2017-05-23,12:59:22,3,1,22.389362513182277,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.422890984134938,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.45622680402448,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.49033185942062,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.523666652750762,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.564088815219293,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.597942021267954,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.631276814598095,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.654649186863026,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.687978505204228,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.7213129563479,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.757771571272315,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.791106706788923,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.824440473557843,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.857774924701516,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.894095980607744,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.9274304317496,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.960764882893272,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,22.985668882438404,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.019003333582077,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.057545522795408,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.09088031612555,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.129342091484432,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.14827322369092,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.181608017021063,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.214942468164736,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.24827691930659,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.282584549178864,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.315919684695473,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.349254135837327,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.382588244794533,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.418745735498305,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.458358284440692,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.47502551001162,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.510024356843132,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.549770700748923,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.583105151892596,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.62516057106768,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.641828138825076,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.675161905595814,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.7129553904997,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.746289499455088,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.77962429278523,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.812959770488305,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.846293537257225,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.880035874843088,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.919779823445424,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.954006012902028,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,23.971476008269747,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.004809775038666,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.038329691326,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.071664142469672,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.10518474312994,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.13853048643068,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.171870412559656,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.205205205889797,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.244835548533956,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.27816999967763,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.31154106478789,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.344875173745095,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.36703449446395,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.400368603419338,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.441643837115407,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.474977946072613,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.508311712841532,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.533797771817262,mary,study2,0.0.1,6st,stream_1,,,
0.5.0,2017-05-23,12:59:22,3,1,24.533797771817262,mary,study2,0.0.1,6st,stream_1_up,,,
0.5.0,2017-05-23,12:59:22,3,1,24.533797771817262,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.044397344358003,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.077441963438105,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.110776756768246,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.150625414473325,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.183972526519938,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.217485941262566,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.250830658003906,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.284165793520515,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.317499560289434,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.334166443673894,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.36960842217013,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.402942873313805,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.436300250959903,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.469635386474692,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.510073973900944,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.543408425044618,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.578257394139655,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.611600399946838,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.646796688453833,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.68013045522457,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.704103707181275,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.73743815832313,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.778824602670284,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.81215871162567,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.85483006670438,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.87149695009066,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.904831401232514,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.92906026658966,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,25.962394717733332,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.000476665951282,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.034139958430387,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.074449541503782,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.10778467702039,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.141134526560563,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.174469662077172,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.21204175224193,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.22870863562639,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.262042744581777,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.295377537911918,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.32871233124206,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.36385797613002,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.397192427271875,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.43093031643366,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.464264767575514,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.498113525198278,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.532298994450684,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.565693670436303,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.590651735466963,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.624007402180723,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.66018884594814,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.697280848293303,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.73061495725051,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.763950777140053,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.797285228281908,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.83062002161205,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.863954472755722,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.897288923897577,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.923900776831942,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.95723488578733,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,26.99058097127636,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.02391576460468,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.05725090012129,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.090585009078495,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.12908784683168,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.1624216136006,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.19575640693074,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.224009044675768,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.257342811446506,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.290857594933186,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.3264395277547,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.359773978896555,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.381469294568888,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.414803061337807,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.462590448476476,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.487109145895374,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.520442912664294,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.553777363807967,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.590312286347398,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.62990772595731,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.646574951528237,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.679909744858378,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.71324453818852,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.749701784365243,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.78791410568374,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.821527781103214,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.856796270985797,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.890130379943002,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.923464831086676,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.949129169286607,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,27.983101798463395,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.016769881554865,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.050104674885006,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.08343912602686,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.116773577170534,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.150199734325724,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.18595857762557,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.219292686580957,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.26101652692887,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.27768341031333,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.311017519270536,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.344511429373597,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.382326814222324,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.41566092317771,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.449194869115672,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.482529662445813,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.51741490332097,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.536860684194835,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.57036383333798,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.612916791849784,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.651005925987192,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.667673493744587,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.701070907225585,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.739004004266462,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.772739840307622,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.806406212464935,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.842830608728036,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.876164375498774,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.909498142267694,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.945889004242417,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,28.979224139759026,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,29.012558933089167,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,29.04589338423102,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,29.079227493188228,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,29.112561602143614,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,29.13145030321175,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,29.16478543872654,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,29.198119889870213,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,29.23921718652673,mary,study2,0.0.1,6st,stream_2,,,
0.5.0,2017-05-23,12:59:22,3,1,29.272551295483936,mary,study2,0.0.1,6st,stream_2,,,
