weber_version,start_date,start_time,offset,trial,time,sid,condition,version,code,stimulus,phase,stimtrak,value,daq_code
0.5.1-dirty,2017-06-06,11:25:41,9,0,1393.083640737519,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,9,0,1393.286487301706,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,9,0,1393.5759795096192,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,9,0,1395.9552836315006,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,9,0,1396.1219512960015,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,9,0,1396.37939164619,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,9,0,1398.7222785285767,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,9,0,1398.9222881077849,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,9,0,1399.1794564768988,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,9,0,1401.5584666653558,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,9,0,1401.7084679340305,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,9,0,1401.9795520979178,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,9,0,1404.3532250141625,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,9,0,1404.5032268530285,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,9,0,1404.7796485742238,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,9,0,1407.0894387240041,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,9,0,1407.2394402777745,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,9,0,1407.5796997203497,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,9,0,1409.870302660198,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,9,0,1410.0536381460015,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,9,0,1410.3797671169186,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,9,0,1412.6380638938854,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,9,0,1412.8213993796899,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,9,0,1413.179840500491,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,9,0,1415.5074807624705,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,9,0,1415.7948019684136,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,9,0,1415.9798933571901,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,9,0,1418.3032052998105,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,9,0,1418.4392976160034,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,10,0,1418.7822609039758,1115,study1,0.3.2,break_start,,,,,253
0.5.1-dirty,2017-06-06,11:25:41,10,0,1418.7934506159063,1115,study1,0.3.2,instructions,,,,,12
0.5.1-dirty,2017-06-06,11:25:41,11,0,1461.1681407527713,1115,study1,0.3.2,practice_start,,,,,13
0.5.1-dirty,2017-06-06,11:25:41,11,0,1461.180767060754,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,11,0,1463.4677817890715,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,11,0,1463.6344500237628,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,11,0,1463.980813645353,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,11,0,1466.3203121681317,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,11,0,1466.473722038193,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,11,0,1466.7808576640937,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,11,0,1469.0848387086662,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,11,0,1469.2515066582619,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,11,0,1469.5809033934065,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,11,0,1471.9377898886332,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,11,0,1472.0711241912913,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,11,0,1472.3809451313818,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,11,0,1474.7283695932001,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,11,0,1474.861706746813,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,11,0,1475.1827370704223,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,11,0,1477.5824551680253,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,11,0,1477.7491236878132,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,11,0,1477.9854416000471,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,11,0,1480.2819246338731,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,11,0,1480.4152589365312,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,11,0,1480.7854787764963,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,11,0,1483.0903002825016,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,11,0,1483.240301836272,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,11,0,1483.585522795236,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,11,0,1485.8806653101828,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,11,0,1486.0473329746837,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,11,0,1486.385563963021,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,11,0,1488.7142334196324,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,11,0,1488.8475674371948,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,11,0,1489.1856062711877,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,11,0,1491.522124976159,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,11,0,1491.6554598490084,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,11,0,1491.985660553365,1115,study1,0.3.2,stimulus,,practice,,,9
0.5.1-dirty,2017-06-06,11:25:41,11,0,1494.3390466464652,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,11,0,1494.5057148811566,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,12,0,1494.7857097038232,1115,study1,0.3.2,break_start,,,,,253
0.5.1-dirty,2017-06-06,11:25:41,12,0,1494.7968096106824,1115,study1,0.3.2,instructions,,,,,12
0.5.1-dirty,2017-06-06,11:25:41,13,0,1568.5946241828815,1115,study1,0.3.2,break_start,,,,,253
0.5.1-dirty,2017-06-06,11:25:41,13,0,1573.8998502393524,1115,study1,0.3.2,stream_1,,practice,,,1
0.5.1-dirty,2017-06-06,11:25:41,14,1,1573.9136317541606,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,14,1,1573.9241697378584,1115,study1,0.3.2,experiment_start,,,,,10
0.5.1-dirty,2017-06-06,11:25:41,14,1,1574.0575034703252,1115,study1,0.3.2,stream_1_up,,practice,,,3
0.5.1-dirty,2017-06-06,11:25:41,14,1,1574.6268981299736,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,15,2,1576.7268848160147,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,15,2,1576.7716225666745,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,15,2,1576.9382919417485,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,15,2,1577.4382886631502,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,16,3,1579.5382801958149,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,16,3,1579.6174643210152,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,16,3,1579.7854907505052,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,16,3,1580.2520799852437,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,17,4,1582.3520706626214,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,17,4,1582.3633761233114,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,17,4,1582.5300409368583,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,17,4,1583.0659588316448,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,18,5,1585.165958917174,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,18,5,1585.1962571526892,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,18,5,1585.3462612723188,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,18,5,1585.8797333331058,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,18,5,1587.9654581184786,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,18,5,1587.9837763574324,1115,study1,0.3.2,high_latency,,,,0.004111051537392996,14
0.5.1-dirty,2017-06-06,11:25:41,18,5,1587.9837763574324,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,20,7,1588.575158434679,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,20,7,1589.2886072715883,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,21,8,1591.3899609903874,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,21,8,1591.4732311038015,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,21,8,1591.6242002715826,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,21,8,1592.1027324404713,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,22,9,1594.2057599547506,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,22,9,1594.302513658211,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,22,9,1594.469954216519,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,22,9,1594.9157420307984,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,23,10,1597.0167362442144,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,23,10,1597.1116117387492,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,23,10,1597.2782905219728,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,23,10,1597.727855566076,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,24,11,1599.8278302781082,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,24,11,1599.9071780481054,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,24,11,1600.0738454275106,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,24,11,1600.5422991865944,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,25,12,1602.6422758942954,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,25,12,1602.8089435587954,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,25,12,1602.9789348662352,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,25,12,1603.3581600166726,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,26,13,1605.458140145518,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,26,13,1605.6375641215345,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,26,13,1605.8209058794382,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,26,13,1606.1691434335244,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,27,14,1608.269124987848,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,27,14,1608.3811891731011,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,27,14,1608.5478574077924,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,27,14,1608.9834527740786,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,28,15,1611.0834522894174,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,28,15,1611.1776250236271,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,28,15,1611.3609593690499,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,28,15,1611.7942933581025,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,29,16,1613.894274342235,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,29,16,1614.0563605226034,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,29,16,1614.206370914333,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,29,16,1614.6063527252418,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,30,17,1616.706331998802,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,30,17,1616.8185190601998,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,30,17,1616.9685203288745,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,30,17,1617.4185161522264,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,31,18,1619.518503123364,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,31,18,1619.6301390952267,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,31,18,1619.7968079001093,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,31,18,1620.2295186704741,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,32,19,1622.329499939703,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,32,19,1622.4896605852955,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,32,19,1622.6563370877557,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,32,19,1623.0396621960845,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,33,20,1625.1396417547403,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,33,20,1625.217498475452,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,33,20,1625.4008579092751,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,33,20,1625.850827503844,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,34,21,1627.9523770832284,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,34,21,1628.0537353635555,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,34,21,1628.2054577535564,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,34,21,1628.6664460027769,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,35,22,1630.7679519625544,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,35,22,1630.8149875826675,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,35,22,1630.981657527932,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,35,22,1631.4799892918145,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,36,23,1633.5799685653747,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,36,23,1633.5920908245735,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,36,23,1633.7451320661985,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,36,23,1634.2909630154209,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,37,24,1636.3909448548402,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,37,24,1636.4522036026374,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,37,24,1636.6022157049401,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,37,24,1637.1021944653276,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,38,25,1639.20222448588,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,38,25,1639.3201701905891,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,38,25,1639.5035090975389,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,38,25,1639.915141904843,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,39,26,1642.015125169739,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,39,26,1642.0692625179008,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,39,26,1642.2193153888547,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,39,26,1642.7304160084523,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,40,27,1644.8335755219305,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,40,27,1644.9121820437185,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,40,27,1645.078849993315,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,40,27,1645.5442848765124,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,41,28,1647.6442712774588,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,41,28,1647.792034831824,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,41,28,1647.9587030665152,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,41,28,1648.3543793657027,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,42,29,1650.4543523671628,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,42,29,1650.5164792306532,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,42,29,1650.6870968928306,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,42,29,1651.168176389705,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,43,30,1653.268170203134,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,43,30,1653.328555418425,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,43,30,1653.4785569721953,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,43,30,1653.9785576849335,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,44,31,1656.0785400945433,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,44,31,1656.225779073252,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,44,31,1656.376382178455,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,44,31,1656.7896280559025,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,45,32,1658.8896093251306,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,45,32,1659.0569703418041,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,45,32,1659.1903046444622,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,45,32,1659.6030992157885,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,46,33,1661.7030784893477,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,46,33,1661.7304929842285,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,46,33,1661.9138278998416,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,46,33,1662.4138274721981,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,46,33,1664.507986236732,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,46,33,1664.523403914418,1115,study1,0.3.2,high_latency,,,,0.009644469430668323,14
0.5.1-dirty,2017-06-06,11:25:41,47,34,1664.5359786201216,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,47,34,1664.656453976897,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,47,34,1665.2500820362202,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,48,35,1667.350090674613,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,48,35,1667.4472891270007,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,48,35,1667.6139610679338,1115,study1,0.3.2,stream_1_up,,test,,,3
0.5.1-dirty,2017-06-06,11:25:41,48,35,1668.0629812946017,1115,study1,0.3.2,stimulus,,test,,,9
0.5.1-dirty,2017-06-06,11:25:41,49,36,1670.1629531556791,1115,study1,0.3.2,trial_start,,,,,252
0.5.1-dirty,2017-06-06,11:25:41,49,36,1670.3432671997389,1115,study1,0.3.2,stream_1,,test,,,1
0.5.1-dirty,2017-06-06,11:25:41,49,36,1670.4932687535083,1115,study1,0.3.2,stream_1_up,,test,,,3
