weber_version,start_date,start_time,offset,trial,time,sid,condition,deviant,version,separation,code,stimulus,stimtrak,value
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,12.233922958374023,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,12.31725788116455,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,12.400593042373657,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,12.483927965164185,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,12.567262887954712,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,12.65059781074524,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,12.738243818283081,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,12.824498891830444,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,12.907833814620972,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,12.991168975830078,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,13.074503898620605,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,13.159324884414673,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,13.159324884414673,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,13.225992918014526,david,study2,tone,0.0.1,6st,stream_2_up,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,13.659472942352295,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,13.742807865142822,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,13.826143980026245,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,13.909487009048462,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,13.992822885513306,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,14.078843832015991,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,14.164381980895996,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,14.247716903686523,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,14.33105182647705,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,14.414386987686157,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,14.497721910476685,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,14.58466386795044,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,14.667999029159546,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,14.751333951950073,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,14.834669828414917,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,14.921694040298462,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,15.00584888458252,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,15.089516878128052,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,15.172852993011475,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,15.256187915802002,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,15.33952283859253,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,15.422865867614746,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,15.509130001068115,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,15.592465877532959,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,15.675801038742065,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,15.759805917739868,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,15.843140840530396,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,15.926476001739502,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.00981092453003,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.08010196685791,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.184170961380005,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.25083899497986,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.334173917770386,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.419566869735718,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.50290298461914,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.586237907409668,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.66981291770935,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.753147840499878,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.836484909057617,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.919819831848145,david,study2,tone,0.0.1,6st,stream_1,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.95315384864807,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,16.986487865447998,david,study2,tone,0.0.1,6st,stream_1_up,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,17.457214832305908,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,17.540549993515015,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,17.623884916305542,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,17.711060047149658,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,17.79689598083496,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,17.88023090362549,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,17.96356701850891,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,18.04960584640503,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,18.13388991355896,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,18.217224836349487,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,18.300559997558594,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,18.38389492034912,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,18.46722984313965,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,18.550565004348755,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,18.6339008808136,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,18.717236042022705,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,18.80057191848755,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,18.883906841278076,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,18.967242002487183,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,19.06724500656128,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,19.150579929351807,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,19.233914852142334,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,19.31725001335144,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,19.386473894119263,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,19.46980881690979,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,19.56981086730957,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,19.653146028518677,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,19.73648190498352,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,19.819816827774048,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,19.903180837631226,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,19.986519813537598,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,20.071414947509766,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,20.154749870300293,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,20.2380850315094,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,20.321583032608032,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,20.40688991546631,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,20.49022603034973,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,20.573561906814575,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,20.656896829605103,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,20.74023199081421,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,20.823566913604736,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,20.906901836395264,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,20.99023699760437,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,21.073587894439697,david,study2,tone,0.0.1,6st,stream_2,,,
0.5.1-5-g094bb7a-dirty,2017-06-01,08:37:38,4,2,21.15692400932312,david,study2,tone,0.0.1,6st,stream_2,,,
