weber_version,start_date,start_time,offset,trial,time,sid,condition,deviant,version,code,stimulus,stimtrak,value
0.5.3,2017-06-08,08:47:55,4,1,7.843002453562804,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,7.877803588693496,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,7.894470454950351,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,7.927804472506978,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,7.961138490092708,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,7.995699857274303,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.029033874860033,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.06236789241666,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.095742108911509,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.133419033983955,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.166753051540582,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.200087069126312,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.23640749490005,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.2697417975578,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.30307581514353,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.336409547599033,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.356392681162106,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.38972698384896,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.423060716304462,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.456801284541143,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.490552401402965,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.523886418988695,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.557220436545322,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.592373668507207,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.62570797119406,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.659041703649564,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.692376006336417,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.725710023893043,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.760460126388352,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.793794143974083,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.827128161530709,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.862211259227479,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.89556580389035,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.928899536374956,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.962233839032706,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,8.999143278604606,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.032477296161233,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.049144447490107,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.082478465075837,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.117688431666465,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.151022164151073,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.184356466808822,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.21831485038274,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.25164886796847,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.284988872590475,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.318323175277328,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.353481824102346,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.386815556586953,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.423530558880884,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.45686457643751,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.490198593994137,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.523532611579867,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.556866629136493,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.590200646722224,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.625512678612722,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.658846411097329,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.692180143552832,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.725514161138562,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.742791423544986,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.776125156029593,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.809458888485096,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.84279319117195,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.878105508163571,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.91143981082132,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.944773543305928,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,9.979126218298916,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.012460520956665,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.045794538542395,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.079128556099022,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.115143071045168,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.148477088630898,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.181811106187524,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.216237621731125,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.249571924388874,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.282905941974605,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.31623995953123,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.351938300096663,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.385272032552166,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.418605765036773,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.435272631264525,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.471376382076414,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.504710684763268,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.53804441721877,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.57156403400586,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.604897766490467,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.63823149894597,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.671565231430577,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.706327308056643,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.73966104054125,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.772995058097877,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.806863350502681,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.840197368088411,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.87353167074616,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.906865973433014,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.940201416495256,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,10.97353514895076,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.00686916653649,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.042407851840835,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.075741869426565,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.109075601882068,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.142409904568922,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.177178538462613,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.21051255601924,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.227179422276095,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.260513154731598,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.29597058694344,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.32930973629118,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.362646889931057,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.398346941103227,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.431681243760977,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.465024384495337,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.50208378591924,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.535418088606093,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.57136332456139,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.60469734214712,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.638031074602623,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.671365092188353,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.705537584843114,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.722204736171989,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.755538753728615,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.788872486213222,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.825439807405928,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.858773824991658,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.892107842548285,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.926170002028812,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.959503734513419,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,11.992837752070045,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.026171484554652,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.060915885056602,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.094250187743455,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.127584205300082,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.162538153323112,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.195872170908842,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.229206188465469,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.262540491123218,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.297598215052858,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.330938789906213,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.367265487846453,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.383932639175327,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.417266941833077,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.450600959418807,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.485333955992246,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.518667973548872,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.552001991134603,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.585336008691229,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.620389456133125,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.653725754498737,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.687059772055363,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.721008747408632,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.754343050066382,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.787677067623008,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.824631552764913,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.857965570350643,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.89129958790727,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.924763040267862,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.958097057824489,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,12.991431075410219,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.024765092966845,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.044618506653933,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.07795309444191,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.111287111998536,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.144620844483143,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.180793304054532,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.214127321640262,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.251830475783208,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.285164778470062,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.318498510925565,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.355317289126106,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.388651306682732,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.40531845804071,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.442436874873238,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.475771177560091,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.509104910015594,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.542438927601324,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.575774940865813,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.60910895842244,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.644566105533158,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.677900408190908,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.711234425776638,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.745378123479895,abin_itt,study2,ripple,0.1.0,stream_1,,,
0.5.3,2017-06-08,08:47:55,4,1,13.778712141036522,abin_itt,study2,ripple,0.1.0,stream_1,,,
